,Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP.1,W,L,T/O,SV%,GAA,year,num_teams,round_ratio,round,1st_round,gpg,apg,ppg,name,alias,league
1003,162,Philadelphia Flyers,Merrick Madsen\madseme01,US,G,18.0,,Proctor Academy (High-NH),,,,,,,,,,,,,2013,30,5.366666666666666,6,False,,,,Merrick Madsen,madseme01,High-NH
1004,163,Phoenix Coyotes,Brendan Burke\burkebr01,US,G,18.0,,Portland (WHL),,,,,,,,,,,,,2013,30,5.4,6,False,,,,Brendan Burke,burkebr01,WHL
1005,164,Pittsburgh Penguins,Dane Birks\birksda01,CA,D,18.0,,Merritt (BCHL),,,,,,,,,,,,,2013,30,5.433333333333334,6,False,,,,Dane Birks,birksda01,BCHL
1006,165,Columbus Blue Jackets,Markus Soberg\soberma01,NO,RW,18.0,,Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,2013,30,5.466666666666667,6,False,,,,Markus Soberg,soberma01,Sweden-Jr.
1007,166,New York Islanders,Alan Quine\quineal01,CA,C,20.0,2018.0,Belleville (OHL),84.0,6.0,16.0,22.0,-4.0,12.0,,,,,,,2013,30,5.5,6,False,0.07142857142857142,0.19047619047619047,0.2619047619047619,Alan Quine,quineal01,OHL
1008,167,Minnesota Wild,Avery Peterson\peterav01,US,C,18.0,,Grand Rapids (High-MN),,,,,,,,,,,,,2013,30,5.533333333333333,6,False,,,,Avery Peterson,peterav01,High-MN
1009,168,Ottawa Senators,Quentin Shore\shorequ01,US,C,19.0,,Denver (WCHA),,,,,,,,,,,,,2013,30,5.566666666666666,6,False,,,,Quentin Shore,shorequ01,WCHA
1010,169,Detroit Red Wings,Marc McNulty\mcnulma01,CA,D,18.0,,Prince George (WHL),,,,,,,,,,,,,2013,30,5.6,6,False,,,,Marc McNulty,mcnulma01,WHL
1011,170,New York Rangers,Mackenzie Skapski\skapsma01,CA,G,19.0,2015.0,Kootenay (WHL),2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.978,0.5,2013,30,5.633333333333334,6,False,0.0,0.0,0.0,Mackenzie Skapski,skapsma01,WHL
1012,171,Nashville Predators,Tommy Veilleux\veillto01,CA,LW,18.0,,Victoriaville (QMJHL),,,,,,,,,,,,,2013,30,5.666666666666667,6,False,,,,Tommy Veilleux,veillto01,QMJHL
1013,172,Toronto Maple Leafs,Antoine Bibeau\bibeaan01,CA,G,19.0,2017.0,PEI (QMJHL),2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.927,1.99,2013,30,5.7,6,False,0.0,0.0,0.0,Antoine Bibeau,bibeaan01,QMJHL
1014,173,St. Louis Blues,Santeri Saari\saarisa01,FI,D,18.0,,Jokerit Jr. (Finland-Jr.),,,,,,,,,,,,,2013,30,5.733333333333333,6,False,,,,Santeri Saari,saarisa01,Finland-Jr.
1015,174,Washington Capitals,Brian Pinho\pinhobr01,US,C,18.0,,St. John'S Prep (High-MA),,,,,,,,,,,,,2013,30,5.766666666666667,6,False,,,,Brian Pinho,pinhobr01,High-MA
1016,175,Vancouver Canucks,Mike Williamson\willimi01,CA,D,20.0,,Spruce Grove (AJHL),,,,,,,,,,,,,2013,30,5.8,6,False,,,,Mike Williamson,willimi01,AJHL
1017,176,Montreal Canadiens,Jeremy Gregoire\gregoje01,CA,C,18.0,,Baie-Comeau (QMJHL),,,,,,,,,,,,,2013,30,5.833333333333333,6,False,,,,Jeremy Gregoire,gregoje01,QMJHL
1018,177,Anaheim Ducks,Miro Aaltonen\aaltomi01,FI,C,20.0,,Blues (Finland),,,,,,,,,,,,,2013,30,5.866666666666666,6,False,,,,Miro Aaltonen,aaltomi01,Finland
1019,178,Los Angeles Kings,Zachary Leslie\lesliza01,CA,D,19.0,,Guelph (OHL),,,,,,,,,,,,,2013,30,5.9,6,False,,,,Zachary Leslie,lesliza01,OHL
1020,179,Pittsburgh Penguins,Blaine Byron\byronbl01,CA,C,18.0,,Smiths Falls (CCHL),,,,,,,,,,,,,2013,30,5.933333333333334,6,False,,,,Blaine Byron,byronbl01,CCHL
1021,180,Boston Bruins,Anton Blidh\blidhan01,SE,LW,18.0,2018.0,Frolunda Jr. (Sweden-Jr.),20.0,1.0,1.0,2.0,-2.0,7.0,,,,,,,2013,30,5.966666666666667,6,False,0.05,0.05,0.1,Anton Blidh,blidhan01,Sweden-Jr.
1022,181,Chicago Blackhawks,Anthony Louis\louisan01,US,C,18.0,,USA U-18 (USHL),,,,,,,,,,,,,2013,30,6.0,7,False,,,,Anthony Louis,louisan01,USHL
1023,182,Dallas Stars,Aleksi Makela\makelal01,FI,D,18.0,,Ilves Jr. (Finland-Jr.),,,,,,,,,,,,,2013,30,6.033333333333333,7,False,,,,Aleksi Makela,makelal01,Finland-Jr.
1024,183,Colorado Avalanche,Wilhelm Westlund\westlwi01,SE,D,18.0,,Farjestad Jr. (Sweden-Jr.),,,,,,,,,,,,,2013,30,6.066666666666666,7,False,,,,Wilhelm Westlund,westlwi01,Sweden-Jr.
1025,184,Tampa Bay Lightning,Saku Salminen\salmisa01,FI,C,18.0,,K-Vantaa (Finland-2),,,,,,,,,,,,,2013,30,6.1,7,False,,,,Saku Salminen,salmisa01,Finland-2
1026,185,Nashville Predators,Wade Murphy\murphwa01,CA,RW,19.0,,Penticton (BCHL),,,,,,,,,,,,,2013,30,6.133333333333334,7,False,,,,Wade Murphy,murphwa01,BCHL
1027,186,Tampa Bay Lightning,Joel Vermin\vermijo01,CH,RW,21.0,2017.0,Bern (Swiss),24.0,0.0,4.0,4.0,3.0,4.0,,,,,,,2013,30,6.166666666666667,7,False,0.0,0.16666666666666666,0.16666666666666666,Joel Vermin,vermijo01,Swiss
1028,187,Calgary Flames,Rushan Rafikov\rafikru01,RU,D,18.0,,Yaroslavl 2 (Russia-Jr.),,,,,,,,,,,,,2013,30,6.2,7,False,,,,Rushan Rafikov,rafikru01,Russia-Jr.
1029,188,Edmonton Oilers,Gregory Chase\chasegr01,CA,C,18.0,,Calgary (WHL),,,,,,,,,,,,,2013,30,6.233333333333333,7,False,,,,Gregory Chase,chasegr01,WHL
1030,189,Buffalo Sabres,Eric Locke\lockeer01,US,C,19.0,,Saginaw (OHL),,,,,,,,,,,,,2013,30,6.266666666666667,7,False,,,,Eric Locke,lockeer01,OHL
1031,190,Winnipeg Jets,Brenden Kichton\kichtbr01,CA,D,21.0,,Spokane (WHL),,,,,,,,,,,,,2013,30,6.3,7,False,,,,Brenden Kichton,kichtbr01,WHL
1032,191,Los Angeles Kings,Dominik Kubalik\kubaldo01,CZ,LW,18.0,,Sudbury (OHL),,,,,,,,,,,,,2013,30,6.333333333333333,7,False,,,,Dominik Kubalik,kubaldo01,OHL
1033,192,Philadelphia Flyers,David Drake\drakeda02,US,D,18.0,,Des Moines (USHL),,,,,,,,,,,,,2013,30,6.366666666666666,7,False,,,,David Drake,drakeda02,USHL
1034,193,Phoenix Coyotes,Jedd Soleway\solewje01,CA,C,19.0,,Penticton (BCHL),,,,,,,,,,,,,2013,30,6.4,7,False,,,,Jedd Soleway,solewje01,BCHL
1035,194,Winnipeg Jets,Marcus Karlstrom\karlsma02,SE,D,18.0,,AIK U18 (Sweden-Jr.),,,,,,,,,,,,,2013,30,6.433333333333334,7,False,,,,Marcus Karlstrom,karlsma02,Sweden-Jr.
1036,195,Columbus Blue Jackets,Peter Quenneville\quennpe01,CA,C,19.0,,Dubuque (USHL),,,,,,,,,,,,,2013,30,6.466666666666667,7,False,,,,Peter Quenneville,quennpe01,USHL
1037,196,New York Islanders,Kyle Burroughs\burroky01,CA,D,18.0,,Regina (WHL),,,,,,,,,,,,,2013,30,6.5,7,False,,,,Kyle Burroughs,burroky01,WHL
1038,197,Minnesota Wild,Nolan De Jong\dejonno01,CA,D,18.0,,Victoria (WHL),,,,,,,,,,,,,2013,30,6.533333333333333,7,False,,,,Nolan De Jong,dejonno01,WHL
1039,198,Calgary Flames,John Gilmour\gilmojo01,CA,D,20.0,2018.0,Providence (H-East),28.0,2.0,3.0,5.0,-11.0,14.0,,,,,,,2013,30,6.566666666666666,7,False,0.07142857142857142,0.10714285714285714,0.17857142857142858,John Gilmour,gilmojo01,H-East
1040,199,Detroit Red Wings,Hampus Melen\melenha01,SE,RW,18.0,,Tingsryd (Sweden-Jr.),,,,,,,,,,,,,2013,30,6.6,7,False,,,,Hampus Melen,melenha01,Sweden-Jr.
1041,200,Minnesota Wild,Alexandre Belanger\belanal02,CA,G,18.0,,Rouyn-Noranda (QMJHL),,,,,,,,,,,,,2013,30,6.633333333333334,7,False,,,,Alexandre Belanger,belanal02,QMJHL
1042,201,San Jose Sharks,Jacob Jackson\jacksja02,US,C,18.0,,Tartan (High-MN),,,,,,,,,,,,,2013,30,6.666666666666667,7,False,,,,Jacob Jackson,jacksja02,High-MN
1043,202,Toronto Maple Leafs,Andreas Johnson\johnsan01,SE,LW,18.0,2019.0,Frolunda Jr. (Sweden-Jr.),15.0,2.0,2.0,4.0,-3.0,6.0,,,,,,,2013,30,6.7,7,False,0.13333333333333333,0.13333333333333333,0.26666666666666666,Andreas Johnson,johnsan01,Sweden-Jr.
1044,203,Nashville Predators,Janne Juvonen\juvonja01,FI,G,18.0,,Pelicans Jr. (Finland-Jr.),,,,,,,,,,,,,2013,30,6.733333333333333,7,False,,,,Janne Juvonen,juvonja01,Finland-Jr.
1045,204,Washington Capitals,Tyler Lewington\lewinty01,CA,D,18.0,,Medicine Hat (WHL),,,,,,,,,,,,,2013,30,6.766666666666667,7,False,,,,Tyler Lewington,lewinty01,WHL
1046,205,Vancouver Canucks,Miles Liberati\libermi01,US,D,18.0,,London (OHL),,,,,,,,,,,,,2013,30,6.8,7,False,,,,Miles Liberati,libermi01,OHL
1047,206,Florida Panthers,MacKenzie Weegar\weegama01,CA,D,19.0,2019.0,Halifax (QMJHL),68.0,2.0,7.0,9.0,5.0,38.0,,,,,,,2013,30,6.833333333333333,7,False,0.029411764705882353,0.10294117647058823,0.1323529411764706,MacKenzie Weegar,weegama01,QMJHL
1048,207,San Jose Sharks,Emil Galimov\galimem01,RU,LW,21.0,,Yaroslavl (Russia),,,,,,,,,,,,,2013,30,6.866666666666666,7,False,,,,Emil Galimov,galimem01,Russia
1049,208,New Jersey Devils,Anthony Brodeur\brodean01,US,G,18.0,,Shattuck-St.Marys Prep (High-MN),,,,,,,,,,,,,2013,30,6.9,7,False,,,,Anthony Brodeur,brodean01,High-MN
1050,209,Pittsburgh Penguins,Troy Josephs\joseptr01,CA,C,19.0,,St. Michaels (OJHL),,,,,,,,,,,,,2013,30,6.933333333333334,7,False,,,,Troy Josephs,joseptr01,OJHL
1051,210,Boston Bruins,Mitchell Dempsey\dempsmi01,CA,LW,18.0,,Sault Ste. Marie (OHL),,,,,,,,,,,,,2013,30,6.966666666666667,7,False,,,,Mitchell Dempsey,dempsmi01,OHL
1052,211,Chicago Blackhawks,Robin Press\pressro01,SE,D,18.0,,Sodertalje (Sweden-2),,,,,,,,,,,,,2013,30,7.0,8,False,,,,Robin Press,pressro01,Sweden-2
1053,1,Florida Panthers,Aaron Ekblad\ekblaaa01,CA,D,18.0,2019.0,BARRIE (OHL),317.0,53.0,83.0,136.0,16.0,204.0,,,,,,,2014,30,0.0,1,True,0.167192429022082,0.2618296529968454,0.42902208201892744,Aaron Ekblad,ekblaaa01,OHL
1054,2,Buffalo Sabres,Sam Reinhart\reinhsa01,CA,C,18.0,2019.0,KOOTENAY (WHL),259.0,66.0,80.0,146.0,-48.0,46.0,,,,,,,2014,30,0.03333333333333333,1,True,0.2548262548262548,0.3088803088803089,0.5637065637065637,Sam Reinhart,reinhsa01,WHL
1055,3,Edmonton Oilers,Leon Draisaitl\draisle01,DE,C,18.0,2019.0,PRINCE ALBERT (WHL),277.0,79.0,136.0,215.0,-24.0,74.0,,,,,,,2014,30,0.06666666666666667,1,True,0.2851985559566787,0.49097472924187724,0.776173285198556,Leon Draisaitl,draisle01,WHL
1056,4,Calgary Flames,Samuel Bennett\bennesa01,CA,C,18.0,2019.0,KINGSTON (OHL),251.0,44.0,48.0,92.0,-45.0,179.0,,,,,,,2014,30,0.1,1,True,0.1752988047808765,0.19123505976095617,0.3665338645418327,Samuel Bennett,bennesa01,OHL
1057,5,New York Islanders,Michael Dal Colle\dalcomi01,CA,LW,18.0,2018.0,OSHAWA (OHL),4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2014,30,0.13333333333333333,1,True,0.0,0.0,0.0,Michael Dal Colle,dalcomi01,OHL
1058,6,Vancouver Canucks,Jake Virtanen\virtaja01,CA,RW,18.0,2019.0,CALGARY (WHL),151.0,19.0,19.0,38.0,-15.0,103.0,,,,,,,2014,30,0.16666666666666666,1,True,0.12582781456953643,0.12582781456953643,0.25165562913907286,Jake Virtanen,virtaja01,WHL
1059,7,Carolina Hurricanes,Haydn Fleury\fleurha01,CA,D,18.0,2019.0,RED DEER (WHL),68.0,0.0,8.0,8.0,0.0,14.0,,,,,,,2014,30,0.2,1,True,0.0,0.11764705882352941,0.11764705882352941,Haydn Fleury,fleurha01,WHL
1060,8,Toronto Maple Leafs,William Nylander\nylanwi01,CA,C,18.0,2018.0,MODO (Sweden),185.0,48.0,87.0,135.0,18.0,46.0,,,,,,,2014,30,0.23333333333333334,1,True,0.2594594594594595,0.4702702702702703,0.7297297297297297,William Nylander,nylanwi01,Sweden
1061,9,Winnipeg Jets,Nikolaj Ehlers\ehlerni01,DK,LW,18.0,2019.0,HALIFAX (QMJHL),246.0,70.0,96.0,166.0,12.0,92.0,,,,,,,2014,30,0.26666666666666666,1,True,0.2845528455284553,0.3902439024390244,0.6747967479674797,Nikolaj Ehlers,ehlerni01,QMJHL
1062,10,Anaheim Ducks,Nicholas Ritchie\ritchni01,CA,LW,18.0,2019.0,PETERBOROUGH (OHL),188.0,26.0,34.0,60.0,6.0,173.0,,,,,,,2014,30,0.3,1,True,0.13829787234042554,0.18085106382978725,0.3191489361702128,Nicholas Ritchie,ritchni01,OHL
1063,11,Nashville Predators,Kevin Fiala\fialake01,CH,LW,18.0,2019.0,HV 71 JR. (Sweden-Jr.),150.0,36.0,32.0,68.0,17.0,50.0,,,,,,,2014,30,0.3333333333333333,1,True,0.24,0.21333333333333335,0.4533333333333333,Kevin Fiala,fialake01,Sweden-Jr.
1064,12,Arizona Coyotes,Brendan Perlini\perlibr01,GB,LW,18.0,2019.0,NIAGARA (OHL),140.0,32.0,21.0,53.0,-6.0,50.0,,,,,,,2014,30,0.36666666666666664,1,True,0.22857142857142856,0.15,0.37857142857142856,Brendan Perlini,perlibr01,OHL
1065,13,Washington Capitals,Jakub Vrana\vranaja01,CZ,RW,18.0,2019.0,LINKOPING (Sweden),103.0,18.0,19.0,37.0,9.0,26.0,,,,,,,2014,30,0.4,1,True,0.17475728155339806,0.18446601941747573,0.3592233009708738,Jakub Vrana,vranaja01,Sweden
1066,14,Dallas Stars,Julius Honka\honkaju01,FI,D,18.0,2019.0,SWIFT CURRENT (WHL),64.0,2.0,8.0,10.0,-5.0,24.0,,,,,,,2014,30,0.43333333333333335,1,True,0.03125,0.125,0.15625,Julius Honka,honkaju01,WHL
1067,15,Detroit Red Wings,Dylan Larkin\larkidy01,US,C,18.0,2019.0,USA U-18 (USHL),251.0,60.0,87.0,147.0,-33.0,140.0,,,,,,,2014,30,0.4666666666666667,1,True,0.23904382470119523,0.3466135458167331,0.5856573705179283,Dylan Larkin,larkidy01,USHL
1068,16,Columbus Blue Jackets,Sonny Milano\milanso01,US,LW,18.0,2019.0,USA U-18 (USHL),70.0,15.0,9.0,24.0,-10.0,10.0,,,,,,,2014,30,0.5,1,True,0.21428571428571427,0.12857142857142856,0.34285714285714286,Sonny Milano,milanso01,USHL
1069,17,Philadelphia Flyers,Travis Sanheim\sanhetr01,CA,D,18.0,2019.0,CALGARY (WHL),59.0,2.0,13.0,15.0,-5.0,24.0,,,,,,,2014,30,0.5333333333333333,1,True,0.03389830508474576,0.22033898305084745,0.2542372881355932,Travis Sanheim,sanhetr01,WHL
1070,18,Minnesota Wild,Alex Tuch\tuchal01,US,RW,18.0,2019.0,USA U-18 (USHL),85.0,15.0,22.0,37.0,0.0,27.0,,,,,,,2014,30,0.5666666666666667,1,True,0.17647058823529413,0.25882352941176473,0.43529411764705883,Alex Tuch,tuchal01,USHL
1071,19,Tampa Bay Lightning,Anthony Deangelo\deangan01,US,D,18.0,2019.0,SARNIA (OHL),73.0,5.0,19.0,24.0,-30.0,54.0,,,,,,,2014,30,0.6,1,True,0.0684931506849315,0.2602739726027397,0.3287671232876712,Anthony Deangelo,deangan01,OHL
1072,20,Chicago Blackhawks,Nick Schmaltz\schmani01,US,C,18.0,2019.0,GREEN BAY (USHL),149.0,28.0,59.0,87.0,10.0,30.0,,,,,,,2014,30,0.6333333333333333,1,True,0.18791946308724833,0.3959731543624161,0.5838926174496645,Nick Schmaltz,schmani01,USHL
1073,21,St. Louis Blues,Robert Fabbri\fabbrro01,CA,C,18.0,2017.0,GUELPH (OHL),123.0,29.0,37.0,66.0,-18.0,52.0,,,,,,,2014,30,0.6666666666666666,1,True,0.23577235772357724,0.3008130081300813,0.5365853658536586,Robert Fabbri,fabbrro01,OHL
1074,22,Pittsburgh Penguins,Kasperi Kapanen\kapanka01,FI,RW,18.0,2019.0,KALPA (Finland),65.0,13.0,6.0,19.0,-1.0,8.0,,,,,,,2014,30,0.7,1,True,0.2,0.09230769230769231,0.2923076923076923,Kasperi Kapanen,kapanka01,Finland
1075,23,Colorado Avalanche,Conner Bleackley\bleacco01,CA,C,18.0,,RED DEER (WHL),,,,,,,,,,,,,2014,30,0.7333333333333333,1,True,,,,Conner Bleackley,bleacco01,WHL
1076,24,Vancouver Canucks,Jared McCann\mccanja01,CA,C,18.0,2019.0,SAULT STE. MARIE (OHL),174.0,20.0,36.0,56.0,2.0,66.0,,,,,,,2014,30,0.7666666666666667,1,True,0.11494252873563218,0.20689655172413793,0.3218390804597701,Jared McCann,mccanja01,OHL
1077,25,Boston Bruins,David Pastrnak\pastrda01,CZ,RW,18.0,2019.0,SODERTALJE (Sweden-2),264.0,104.0,114.0,218.0,44.0,101.0,,,,,,,2014,30,0.8,1,True,0.3939393939393939,0.4318181818181818,0.8257575757575758,David Pastrnak,pastrda01,Sweden-2
1078,26,Montreal Canadiens,Nikita Scherbak\scherni01,RU,RW,18.0,2018.0,SASKATOON (WHL),29.0,5.0,2.0,7.0,-4.0,8.0,,,,,,,2014,30,0.8333333333333334,1,True,0.1724137931034483,0.06896551724137931,0.2413793103448276,Nikita Scherbak,scherni01,WHL
1079,27,San Jose Sharks,Nikolay Goldobin\goldoni01,RU,RW,18.0,2019.0,SARNIA (OHL),72.0,13.0,9.0,22.0,-15.0,12.0,,,,,,,2014,30,0.8666666666666667,1,True,0.18055555555555555,0.125,0.3055555555555556,Nikolay Goldobin,goldoni01,OHL
1080,28,New York Islanders,Joshua Ho-Sang\hosanjo01,CA,C,18.0,2018.0,WINDSOR (OHL),43.0,6.0,16.0,22.0,-6.0,14.0,,,,,,,2014,30,0.9,1,True,0.13953488372093023,0.37209302325581395,0.5116279069767442,Joshua Ho-Sang,hosanjo01,OHL
1081,29,Los Angeles Kings,Adrian Kempe\kempead01,SE,LW,18.0,2019.0,MODO (Sweden),116.0,19.0,25.0,44.0,6.0,71.0,,,,,,,2014,30,0.9333333333333333,1,True,0.16379310344827586,0.21551724137931033,0.3793103448275862,Adrian Kempe,kempead01,Sweden
1082,30,New Jersey Devils,John Quenneville\quennjo02,CA,C,18.0,2019.0,BRANDON (WHL),19.0,1.0,3.0,4.0,0.0,2.0,,,,,,,2014,30,0.9666666666666667,1,True,0.05263157894736842,0.15789473684210525,0.21052631578947367,John Quenneville,quennjo02,WHL
1083,31,Buffalo Sabres,Brendan Lemieux\lemiebr01,US,LW,18.0,2019.0,BARRIE (OHL),14.0,1.0,0.0,1.0,2.0,31.0,,,,,,,2014,30,1.0,2,False,0.07142857142857142,0.0,0.07142857142857142,Brendan Lemieux,lemiebr01,OHL
1084,32,Florida Panthers,Jayce Hawryluk\hawryja01,CA,C,18.0,,BRANDON (WHL),,,,,,,,,,,,,2014,30,1.0333333333333334,2,False,,,,Jayce Hawryluk,hawryja01,WHL
1085,33,St. Louis Blues,Ivan Barbashev\barbaiv01,RU,C,18.0,2019.0,MONCTON (QMJHL),92.0,13.0,15.0,28.0,2.0,6.0,,,,,,,2014,30,1.0666666666666667,2,False,0.14130434782608695,0.16304347826086957,0.30434782608695654,Ivan Barbashev,barbaiv01,QMJHL
1086,34,Calgary Flames,Mason McDonald\mcdonma01,CA,G,18.0,,CHARLOTTETOWN (QMJHL),,,,,,,,,,,,,2014,30,1.1,2,False,,,,Mason McDonald,mcdonma01,QMJHL
1087,35,Tampa Bay Lightning,Dominik Masin\masindo01,CZ,D,18.0,,SLAVIA JR. (Czech),,,,,,,,,,,,,2014,30,1.1333333333333333,2,False,,,,Dominik Masin,masindo01,Czech
1088,36,Vancouver Canucks,Thatcher Demko\demkoth01,US,G,18.0,2018.0,BOSTON COLLEGE (H-East),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.867,3.91,2014,30,1.1666666666666667,2,False,0.0,0.0,0.0,Thatcher Demko,demkoth01,H-East
1089,37,Carolina Hurricanes,Alex Nedeljkovic\nedelal01,US,G,18.0,2017.0,PLYMOUTH (OHL),1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2014,30,1.2,2,False,0.0,0.0,0.0,Alex Nedeljkovic,nedelal01,OHL
1090,38,Anaheim Ducks,Marcus Pettersson\pettema01,SE,D,18.0,2019.0,SKELLEFTEA JR. (Sweden-Jr.),33.0,1.0,4.0,5.0,5.0,15.0,,,,,,,2014,30,1.2333333333333334,2,False,0.030303030303030304,0.12121212121212122,0.15151515151515152,Marcus Pettersson,pettema01,Sweden-Jr.
1091,39,Washington Capitals,Vitek Vanecek\vanecvi01,CZ,G,18.0,,LIBEREC JR. (Czech),,,,,,,,,,,,,2014,30,1.2666666666666666,2,False,,,,Vitek Vanecek,vanecvi01,Czech
1092,40,Ottawa Senators,Andreas Englund\engluan01,SE,D,18.0,2018.0,DJURGARDEN (Sweden-2),6.0,0.0,0.0,0.0,-2.0,2.0,,,,,,,2014,30,1.3,2,False,0.0,0.0,0.0,Andreas Englund,engluan01,Sweden-2
1093,41,New Jersey Devils,Joshua Jacobs\jacobjo01,US,D,18.0,,INDIANA (USHL),,,,,,,,,,,,,2014,30,1.3333333333333333,2,False,,,,Joshua Jacobs,jacobjo01,USHL
1094,42,Nashville Predators,Vladislav Kamenev\kamenvl01,RU,LW,18.0,2019.0,MAGNITOGORSK 2 (Russia-Jr.),10.0,0.0,0.0,0.0,-2.0,4.0,,,,,,,2014,30,1.3666666666666667,2,False,0.0,0.0,0.0,Vladislav Kamenev,kamenvl01,Russia-Jr.
1095,43,Arizona Coyotes,Ryan MacInnis\macinry01,US,C,18.0,,KITCHENER (OHL),,,,,,,,,,,,,2014,30,1.4,2,False,,,,Ryan MacInnis,macinry01,OHL
1096,44,Buffalo Sabres,Eric Cornel\corneer01,CA,C,18.0,,PETERBOROUGH (OHL),,,,,,,,,,,,,2014,30,1.4333333333333333,2,False,,,,Eric Cornel,corneer01,OHL
1097,45,Dallas Stars,Brett Pollock\pollobr01,CA,LW,18.0,,EDMONTON (WHL),,,,,,,,,,,,,2014,30,1.4666666666666666,2,False,,,,Brett Pollock,pollobr01,WHL
1098,46,San Jose Sharks,Julius Bergman\bergmju01,SE,D,18.0,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,,2014,30,1.5,2,False,,,,Julius Bergman,bergmju01,Sweden-Jr.
1099,47,Columbus Blue Jackets,Ryan Collins\colliry01,US,D,18.0,,USA U-18 (USHL),,,,,,,,,,,,,2014,30,1.5333333333333334,2,False,,,,Ryan Collins,colliry01,USHL
1100,48,Philadelphia Flyers,Nicolas Aube-Kubel\aubekni01,CA,RW,18.0,,VAL-D'OR (QMJHL),,,,,,,,,,,,,2014,30,1.5666666666666667,2,False,,,,Nicolas Aube-Kubel,aubekni01,QMJHL
1101,49,Buffalo Sabres,Vaclav Karabacek\karabva01,CZ,RW,18.0,,GATINEAU (QMJHL),,,,,,,,,,,,,2014,30,1.6,2,False,,,,Vaclav Karabacek,karabva01,QMJHL
1102,50,Los Angeles Kings,Roland McKeown\mckeoro01,CA,D,18.0,2018.0,KINGSTON (OHL),10.0,0.0,3.0,3.0,3.0,19.0,,,,,,,2014,30,1.6333333333333333,2,False,0.0,0.3,0.3,Roland McKeown,mckeoro01,OHL
1103,51,Nashville Predators,Jack Dougherty\doughja01,US,D,18.0,,USA U-18 (USHL),,,,,,,,,,,,,2014,30,1.6666666666666667,2,False,,,,Jack Dougherty,doughja01,USHL
1104,52,St. Louis Blues,Maxim Letunov\letunma01,RU,C,18.0,,YOUNGSTOWN (USHL),,,,,,,,,,,,,2014,30,1.7,2,False,,,,Maxim Letunov,letunma01,USHL
1105,53,San Jose Sharks,Noah Rod\rodno01,CH,RW,18.0,,GENEVE JR. (SWISS-JR.),,,,,,,,,,,,,2014,30,1.7333333333333334,2,False,,,,Noah Rod,rodno01,SWISS-JR.
1106,54,Calgary Flames,Hunter Smith\smithhu01,CA,RW,19.0,,OSHAWA (OHL),,,,,,,,,,,,,2014,30,1.7666666666666666,2,False,,,,Hunter Smith,smithhu01,OHL
1107,55,Anaheim Ducks,Brandon Montour\montobr01,CA,D,20.0,2019.0,WATERLOO (USHL),118.0,12.0,29.0,41.0,24.0,64.0,,,,,,,2014,30,1.8,2,False,0.1016949152542373,0.2457627118644068,0.3474576271186441,Brandon Montour,montobr01,USHL
1108,56,Boston Bruins,Ryan Donato\donatry01,US,C,18.0,2019.0,Dexter School (High-MA),21.0,6.0,4.0,10.0,-1.0,4.0,,,,,,,2014,30,1.8333333333333333,2,False,0.2857142857142857,0.19047619047619047,0.47619047619047616,Ryan Donato,donatry01,High-MA
1109,57,Tampa Bay Lightning,Johnathan McLeod\maclejo02,US,D,18.0,,USA U-18 (USHL),,,,,,,,,,,,,2014,30,1.8666666666666667,2,False,,,,Johnathan McLeod,maclejo02,USHL
1110,58,Arizona Coyotes,Christian Dvorak\dvorach01,US,LW,18.0,2018.0,LONDON (OHL),156.0,30.0,40.0,70.0,-12.0,44.0,,,,,,,2014,30,1.9,2,False,0.19230769230769232,0.2564102564102564,0.44871794871794873,Christian Dvorak,dvorach01,OHL
1111,59,New York Rangers,Brandon Halverson\halvebr01,US,G,18.0,2018.0,SAULT STE. MARIE (OHL),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.833,4.78,2014,30,1.9333333333333333,2,False,0.0,0.0,0.0,Brandon Halverson,halvebr01,OHL
1112,60,Los Angeles Kings,Alex Lintuniemi\lintual01,FI,D,18.0,,OTTAWA (OHL),,,,,,,,,,,,,2014,30,1.9666666666666666,2,False,,,,Alex Lintuniemi,lintual01,OHL
1113,61,Buffalo Sabres,Jonas Johansson\johanjo03,SE,G,18.0,,BRYNAS JR. (Sweden-Jr.),,,,,,,,,,,,,2014,30,2.0,3,False,,,,Jonas Johansson,johanjo03,Sweden-Jr.
1114,62,Nashville Predators,Justin Kirkland\kirklju01,CA,LW,18.0,,KELOWNA (WHL),,,,,,,,,,,,,2014,30,2.033333333333333,3,False,,,,Justin Kirkland,kirklju01,WHL
1115,63,Detroit Red Wings,Dominic Turgeon\turgedo01,CA,C,18.0,2018.0,PORTLAND (WHL),5.0,0.0,0.0,0.0,-2.0,2.0,,,,,,,2014,30,2.066666666666667,3,False,0.0,0.0,0.0,Dominic Turgeon,turgedo01,WHL
